"Flows from January 01, 2000 to March 31, 2023",,,,,,,
,,,,,,,
Query Type:,FLOWS,,,,,,
Data Points:,"GRA Purchases, GRA Repurchases, GRA Charges",,,,,,
Members:,"Afghanistan, Islamic Republic of, Albania, Algeria, Andorra, Angola, Antigua and Barbuda, Argentina, Armenia, Republic of, Australia, Austria, Azerbaijan, Bahamas, The, Bahrain, Kingdom of, Bangladesh, Barbados, Belarus, Republic of, Belgium, Belize, Benin, Bhutan, Bolivia, Bosnia and Herzegovina, Botswana, Brazil, Brunei Darussalam, Bulgaria, Burkina Faso, Burundi, Cabo Verde, Cambodia, Cameroon, Canada, Central African Republic, Chad, Chile, China, Colombia, Comoros, Congo, Democratic Republic of, Congo, Republic of, Costa Rica, Cote d'Ivoire, Croatia, Republic of, Cyprus, Czech Republic, Denmark, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Estonia, Republic of, Eswatini, The Kingdom of, Ethiopia, Fiji, Finland, France, Gabon, Gambia, The, Georgia, Germany, Ghana, Greece, Grenada, Guatemala, Guinea, Guinea-Bissau, Guyana, Haiti, Honduras, HKMA, Hungary, Iceland, India, Indonesia, Iran, Islamic Republic of, Iraq, Ireland, Israel, Italy, Jamaica, Japan, Jordan, Kazakhstan, Republic of, Kenya, Kiribati, Korea, Kosovo, Kuwait, Kyrgyz Republic, Lao People's Democratic Republic, Latvia, Republic of, Lebanon, Lesotho, Liberia, Libya, Lithuania, Republic of, Luxembourg, Madagascar, Malawi, Malaysia, Maldives, Mali, Malta, Marshall Islands, Mauritania, Mauritius, Mexico, Micronesia, Federated States of, Moldova, Republic of, Mongolia, Montenegro, Republic of, Morocco, Mozambique, Myanmar, Namibia, Nauru, Nepal, Netherlands, The, New Zealand, Nicaragua, Niger, Nigeria, North Macedonia, Republic of, Norway, Oman, Pakistan, Palau, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Poland, Republic of, Portugal, Qatar, Romania, Russian Federation, Rwanda, Samoa, San Marino, Republic of, Sao Tome & Principe, Saudi Arabia, Senegal, Serbia, Republic of, Seychelles, Sierra Leone, Singapore, Slovak Republic, Slovenia, Republic of, Solomon Islands, Somalia, South Africa, South Sudan, Spain, Sri Lanka, St. Kitts and Nevis, St. Lucia, St. Vincent and the Grenadines, Sudan, Suriname, Sweden, Switzerland, Syrian Arab Republic, Tajikistan, Republic of, Tanzania, Thailand, Timor-Leste, The Democratic Republic of, Togo, Tonga, Trinidad and Tobago, Tunisia, TÃ¼rkiye, Republic of, Turkmenistan, Republic of, Tuvalu, Uganda, Ukraine, United Arab Emirates, United Kingdom, United States, Uruguay, Uzbekistan, Republic of, Vanuatu, Venezuela, Vietnam, Yemen, Republic of, Zambia, Zimbabwe",,,,,,
Start Date:,1/1/2000,,,,,,
End Date:,3/31/2023,,,,,,
Output Options:,FLOWS_DETAILS,,,,,,
,,,,,,,
Flow Type,Member,Member Code,Description,Transaction Value Date,Amount,Original Disbursement Date,Original Arrangement Date
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,1340000,10/24/2003,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,1340000,6/15/2004,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,1340000,6/15/2004,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,1340000,6/15/2004,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,1340000,6/15/2004,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,1340000,6/15/2004,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,1340000,6/15/2004,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,1340000,6/15/2004,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,1340000,6/15/2004,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,3350000,9/29/2004,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,3350000,9/29/2004,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,3350000,9/29/2004,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,3350000,9/29/2004,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,3350000,9/29/2004,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,3350000,9/29/2004,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,3350000,9/29/2004,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,1/9/2006,3350000,9/29/2004,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,6/29/2007,1207500,4/12/2005,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,6/29/2007,1207500,4/12/2005,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,6/29/2007,1207500,4/12/2005,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,6/29/2007,1207500,4/12/2005,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,6/29/2007,1207500,4/12/2005,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,6/29/2007,1207500,4/12/2005,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,6/29/2007,1207500,4/12/2005,4/2/2003
GRA Repurchases,Bolivia,BOL,Stand-By Arrangement,6/29/2007,1207500,4/12/2005,4/2/2003
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,4/4/2000,11000000,4/4/2000,5/29/1998
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/28/2000,16160000,12/28/2000,5/29/1998
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,5/29/2001,13990000,5/29/2001,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/3/2001,3030000,6/4/1998,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/3/2001,3030000,6/4/1998,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/3/2002,3030000,6/4/1998,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/3/2002,3030000,6/4/1998,5/29/1998
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,8/7/2002,19600000,8/7/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/3/2002,3030000,6/4/1998,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/29/2002,1812500,6/30/1999,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,10/5/2002,1816250,7/6/1999,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/3/2002,3030000,6/4/1998,5/29/1998
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/27/2002,12000000,12/27/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/29/2002,1812500,6/30/1999,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,1/5/2003,1816250,7/6/1999,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/3/2003,3030000,6/4/1998,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/27/2003,2020000,12/28/2000,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/29/2003,1812500,6/30/1999,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,4/5/2003,1816250,7/6/1999,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/3/2003,3030000,6/4/1998,5/29/1998
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/11/2003,24000000,6/11/2003,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/27/2003,1812500,6/30/1999,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/27/2003,2020000,12/28/2000,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,7/3/2003,1816250,7/6/1999,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,7/3/2003,1375000,4/4/2000,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,8/28/2003,1748750,5/29/2001,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/26/2003,2020000,12/28/2000,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/29/2003,1812500,6/30/1999,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,10/3/2003,1816250,7/6/1999,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,10/3/2003,1375000,4/4/2000,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,11/26/2003,1748750,5/29/2001,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/24/2003,2020000,12/28/2000,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/29/2003,1812500,6/30/1999,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/31/2003,1375000,4/4/2000,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,1/5/2004,1816250,7/6/1999,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,2/27/2004,1748750,5/29/2001,5/29/1998
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,2/27/2004,12000000,2/27/2004,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/26/2004,2020000,12/28/2000,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/29/2004,1812500,6/30/1999,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,4/2/2004,1375000,4/4/2000,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,4/5/2004,1816250,7/6/1999,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,5/28/2004,1748750,5/29/2001,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/25/2004,2020000,12/28/2000,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/29/2004,1812500,6/30/1999,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,7/2/2004,1816250,7/6/1999,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,7/2/2004,1375000,4/4/2000,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,8/27/2004,1748750,5/29/2001,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/27/2004,2020000,12/28/2000,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,10/1/2004,1375000,4/4/2000,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,11/5/2004,2450000,8/7/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,11/24/2004,1748750,5/29/2001,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/27/2004,2020000,12/28/2000,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/30/2004,1375000,4/4/2000,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,2/4/2005,2450000,8/7/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,2/28/2005,1748750,5/29/2001,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/29/2005,1500000,12/27/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,4/1/2005,1375000,4/4/2000,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,5/6/2005,2450000,8/7/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,5/27/2005,1748750,5/29/2001,5/29/1998
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/24/2005,1500000,12/27/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,8/5/2005,2450000,8/7/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/9/2005,3000000,6/11/2003,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/26/2005,1500000,12/27/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,11/4/2005,2450000,8/7/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/9/2005,3000000,6/11/2003,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/23/2005,1500000,12/27/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,2/6/2006,2450000,8/7/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/10/2006,3000000,6/11/2003,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/24/2006,1500000,12/27/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,5/5/2006,2450000,8/7/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,5/26/2006,1500000,2/27/2004,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/9/2006,3000000,6/11/2003,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/26/2006,1500000,12/27/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,8/4/2006,2450000,8/7/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,8/25/2006,1500000,2/27/2004,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/11/2006,3000000,6/11/2003,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/26/2006,1500000,12/27/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,11/27/2006,1500000,2/27/2004,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/11/2006,3000000,6/11/2003,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/22/2006,1500000,12/27/2002,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,2/27/2007,1500000,2/27/2004,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/9/2007,3000000,6/11/2003,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,5/25/2007,1500000,2/27/2004,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/11/2007,3000000,6/11/2003,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,8/27/2007,1500000,2/27/2004,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,11/27/2007,1500000,2/27/2004,8/2/2002
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,2/27/2008,1500000,2/27/2004,8/2/2002
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,7/10/2009,182630000,7/10/2009,7/8/2009
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/26/2010,121750000,3/26/2010,7/8/2009
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,10/19/2010,33820000,10/19/2010,7/8/2009
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/26/2012,50730000,9/26/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,10/10/2012,22828750,7/10/2009,7/8/2009
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/21/2012,50730000,12/21/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,1/10/2013,22828750,7/10/2009,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,4/10/2013,22828750,7/10/2009,7/8/2009
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,5/8/2013,33820000,5/8/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/26/2013,15218750,3/26/2010,7/8/2009
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/28/2013,33820000,6/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,7/10/2013,22828750,7/10/2009,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/26/2013,15218750,3/26/2010,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,10/10/2013,22828750,7/10/2009,7/8/2009
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,10/28/2013,42275000,10/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/24/2013,15218750,3/26/2010,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,1/10/2014,22828750,7/10/2009,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,1/17/2014,4227500,10/19/2010,7/8/2009
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,1/31/2014,42275000,1/31/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/26/2014,15218750,3/26/2010,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,4/10/2014,22828750,7/10/2009,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,4/17/2014,4227500,10/19/2010,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/26/2014,15218750,3/26/2010,7/8/2009
GRA Purchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,7/2/2014,169100000,7/2/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,7/10/2014,22828750,7/10/2009,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,7/18/2014,4227500,10/19/2010,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/26/2014,15218750,3/26/2010,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,10/17/2014,4227500,10/19/2010,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/24/2014,15218750,3/26/2010,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,1/16/2015,4227500,10/19/2010,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/26/2015,15218750,3/26/2010,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,4/17/2015,4227500,10/19/2010,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,7/17/2015,4227500,10/19/2010,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,10/19/2015,4227500,10/19/2010,7/8/2009
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/24/2015,6341250,9/26/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/21/2016,6341250,12/21/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/24/2016,6341250,9/26/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/21/2016,6341250,12/21/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/24/2016,6341250,9/26/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,8/8/2016,4227500,5/8/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/21/2016,6341250,12/21/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/26/2016,6341250,9/26/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/28/2016,4227500,6/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,11/8/2016,4227500,5/8/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/21/2016,6341250,12/21/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/23/2016,6341250,9/26/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/28/2016,4227500,6/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,1/27/2017,5284375,10/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,2/8/2017,4227500,5/8/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/21/2017,6341250,12/21/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/24/2017,6341250,9/26/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/28/2017,4227500,6/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,4/28/2017,5284375,10/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,4/28/2017,5284375,1/31/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,5/8/2017,4227500,5/8/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/21/2017,6341250,12/21/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/26/2017,6341250,9/26/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/28/2017,4227500,6/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,7/28/2017,5284375,10/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,7/28/2017,5284375,1/31/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,8/8/2017,4227500,5/8/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/21/2017,6341250,12/21/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/26/2017,6341250,9/26/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,9/28/2017,4227500,6/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,10/2/2017,21137500,7/2/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,10/27/2017,5284375,10/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,10/30/2017,5284375,1/31/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,11/8/2017,4227500,5/8/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/21/2017,6341250,12/21/2012,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/28/2017,4227500,6/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/29/2017,21137500,7/2/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,1/26/2018,5284375,10/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,1/30/2018,5284375,1/31/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,2/8/2018,4227500,5/8/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/28/2018,4227500,6/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,3/29/2018,21137500,7/2/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,4/27/2018,5284375,10/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,4/30/2018,5284375,1/31/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,5/8/2018,4227500,5/8/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,6/28/2018,4227500,6/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,7/2/2018,21137500,7/2/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,7/27/2018,5284375,10/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,7/30/2018,5284375,1/31/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,10/2/2018,21137500,7/2/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,10/26/2018,5284375,10/28/2013,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,10/30/2018,5284375,1/31/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,12/28/2018,21137500,7/2/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,1/30/2019,5284375,1/31/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,4/2/2019,21137500,7/2/2014,9/26/2012
GRA Repurchases,Bosnia and Herzegovina,BIH,Stand-By Arrangement,7/2/2019,21137500,7/2/2014,9/26/2012
GRA Purchases,Brazil,BRA,Stand-By Arrangement,6/28/2001,1601600000,6/28/2001,12/2/1998
GRA Purchases,Brazil,BRA,Stand-By Arrangement,9/28/2001,358625000,9/28/2001,9/14/2001
