"Flows from January 01, 2000 to March 31, 2023",,,,,,,
,,,,,,,
Query Type:,FLOWS,,,,,,
Data Points:,"GRA Purchases, GRA Repurchases, GRA Charges",,,,,,
Members:,"Afghanistan, Islamic Republic of, Albania, Algeria, Andorra, Angola, Antigua and Barbuda, Argentina, Armenia, Republic of, Australia, Austria, Azerbaijan, Bahamas, The, Bahrain, Kingdom of, Bangladesh, Barbados, Belarus, Republic of, Belgium, Belize, Benin, Bhutan, Bolivia, Bosnia and Herzegovina, Botswana, Brazil, Brunei Darussalam, Bulgaria, Burkina Faso, Burundi, Cabo Verde, Cambodia, Cameroon, Canada, Central African Republic, Chad, Chile, China, Colombia, Comoros, Congo, Democratic Republic of, Congo, Republic of, Costa Rica, Cote d'Ivoire, Croatia, Republic of, Cyprus, Czech Republic, Denmark, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Estonia, Republic of, Eswatini, The Kingdom of, Ethiopia, Fiji, Finland, France, Gabon, Gambia, The, Georgia, Germany, Ghana, Greece, Grenada, Guatemala, Guinea, Guinea-Bissau, Guyana, Haiti, Honduras, HKMA, Hungary, Iceland, India, Indonesia, Iran, Islamic Republic of, Iraq, Ireland, Israel, Italy, Jamaica, Japan, Jordan, Kazakhstan, Republic of, Kenya, Kiribati, Korea, Kosovo, Kuwait, Kyrgyz Republic, Lao People's Democratic Republic, Latvia, Republic of, Lebanon, Lesotho, Liberia, Libya, Lithuania, Republic of, Luxembourg, Madagascar, Malawi, Malaysia, Maldives, Mali, Malta, Marshall Islands, Mauritania, Mauritius, Mexico, Micronesia, Federated States of, Moldova, Republic of, Mongolia, Montenegro, Republic of, Morocco, Mozambique, Myanmar, Namibia, Nauru, Nepal, Netherlands, The, New Zealand, Nicaragua, Niger, Nigeria, North Macedonia, Republic of, Norway, Oman, Pakistan, Palau, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Poland, Republic of, Portugal, Qatar, Romania, Russian Federation, Rwanda, Samoa, San Marino, Republic of, Sao Tome & Principe, Saudi Arabia, Senegal, Serbia, Republic of, Seychelles, Sierra Leone, Singapore, Slovak Republic, Slovenia, Republic of, Solomon Islands, Somalia, South Africa, South Sudan, Spain, Sri Lanka, St. Kitts and Nevis, St. Lucia, St. Vincent and the Grenadines, Sudan, Suriname, Sweden, Switzerland, Syrian Arab Republic, Tajikistan, Republic of, Tanzania, Thailand, Timor-Leste, The Democratic Republic of, Togo, Tonga, Trinidad and Tobago, Tunisia, TÃ¼rkiye, Republic of, Turkmenistan, Republic of, Tuvalu, Uganda, Ukraine, United Arab Emirates, United Kingdom, United States, Uruguay, Uzbekistan, Republic of, Vanuatu, Venezuela, Vietnam, Yemen, Republic of, Zambia, Zimbabwe",,,,,,
Start Date:,1/1/2000,,,,,,
End Date:,3/31/2023,,,,,,
Output Options:,FLOWS_DETAILS,,,,,,
,,,,,,,
Flow Type,Member,Member Code,Description,Transaction Value Date,Amount,Original Disbursement Date,Original Arrangement Date
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,2/5/2004,28083333,8/6/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,2/27/2004,58816667,8/28/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,2/27/2004,2333333,8/31/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,3/29/2004,57025000,9/30/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,3/29/2004,28083333,3/30/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,5/11/2004,52858333,11/12/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,5/12/2004,4166667,11/13/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/9/2004,28083333,6/10/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/17/2004,57025000,12/18/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,8/5/2004,28083333,8/6/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,8/6/2004,21666667,2/9/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,8/27/2004,58816667,8/28/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,8/30/2004,2333333,8/31/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,9/29/2004,57025000,9/30/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,9/29/2004,28083333,3/30/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,11/11/2004,52858333,11/12/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,11/12/2004,4166667,11/13/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,12/6/2004,23458333,6/7/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,12/9/2004,28083333,6/10/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,12/17/2004,57025000,12/18/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,2/4/2005,28083333,8/6/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,2/8/2005,21666667,2/9/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,2/25/2005,58816667,8/28/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,2/28/2005,2333333,8/31/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,3/18/2005,25804167,9/19/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,3/29/2005,57025000,9/30/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,3/29/2005,28083333,3/30/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,5/11/2005,52858333,11/12/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,5/12/2005,4166667,11/13/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/6/2005,23458333,6/7/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/9/2005,28083333,6/10/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/17/2005,57025000,12/18/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,8/5/2005,28083333,8/6/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,8/8/2005,21666667,2/9/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,8/26/2005,58816667,8/28/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,8/30/2005,2333333,8/31/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,9/16/2005,25804167,9/19/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,9/29/2005,57025000,9/30/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,9/29/2005,28083333,3/30/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,11/11/2005,52858333,11/12/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,11/11/2005,4166667,11/13/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,12/6/2005,23458333,6/7/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,12/9/2005,28083333,6/10/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,12/16/2005,57025000,12/18/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,2/3/2006,28083333,8/6/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,2/8/2006,21666667,2/9/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,2/27/2006,58816667,8/28/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,2/28/2006,2333333,8/31/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,3/10/2006,51608333,9/13/2001,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,3/17/2006,25804167,9/19/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,3/29/2006,57025000,9/30/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,3/29/2006,28083333,3/30/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,5/11/2006,52858333,11/12/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,5/12/2006,4166667,11/13/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/6/2006,23458333,6/7/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/9/2006,28083333,6/10/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/16/2006,57025000,12/18/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,58816663,8/28/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,2333337,8/31/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57025000,9/30/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,52858337,11/12/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,4166663,11/13/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57025000,12/18/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57025000,12/18/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,28083337,3/30/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,28083333,3/30/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,28083337,6/10/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,28083333,6/10/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,28083333,6/10/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,28083333,8/6/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,28083333,8/6/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,28083337,8/6/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,21666667,2/9/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,21666667,2/9/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,21666663,2/9/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,21666667,2/9/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,23458337,6/7/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,23458333,6/7/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,23458333,6/7/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,23458333,6/7/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,23458333,6/7/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,25804167,9/19/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,25804167,9/19/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,25804167,9/19/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,25804163,9/19/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,25804167,9/19/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,51608335,9/13/2001,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,45873335,1/31/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,45873333,1/31/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,45873333,5/1/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,45873335,5/1/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,45873333,6/26/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,45873333,6/26/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,45873335,6/26/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,45873335,12/10/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,45873333,12/10/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,45873333,12/10/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,45873333,12/10/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343333,4/2/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343333,4/2/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343333,4/2/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343335,4/2/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343335,6/27/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343333,6/27/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343333,6/27/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343333,6/27/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343333,6/27/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343333,10/10/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343333,10/10/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343333,10/10/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343333,10/10/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343335,10/10/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343333,12/23/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343333,12/23/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343333,12/23/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343335,12/23/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343333,12/23/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,6/30/2006,57343333,12/23/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,7/28/2006,45873333,1/31/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,8/4/2006,28083333,8/6/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,8/8/2006,21666667,2/9/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,8/25/2006,58816667,8/28/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,8/31/2006,2333333,8/31/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,9/12/2006,51608333,9/13/2001,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,9/18/2006,25804167,9/19/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,9/29/2006,57025000,9/30/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,9/29/2006,28083333,3/30/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,58816667,8/28/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,58816667,8/28/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,58816667,8/28/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,2333333,8/31/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,2333333,8/31/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,2333333,8/31/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,57025000,9/30/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,57025000,9/30/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,57025000,9/30/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,52858333,11/12/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,52858333,11/12/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,52858333,11/12/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,52858333,11/12/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,4166667,11/13/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,4166667,11/13/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,4166667,11/13/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,4166667,11/13/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,57025000,12/18/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,57025000,12/18/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,57025000,12/18/1998,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,28083333,3/30/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,28083333,3/30/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,28083333,3/30/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,28083333,6/10/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,28083333,6/10/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,28083333,6/10/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,28083333,8/6/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,28083333,8/6/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,28083333,8/6/1999,8/25/1998
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,21666667,2/9/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,21666667,2/9/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,21666667,2/9/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,23458333,6/7/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,23458333,6/7/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,23458333,6/7/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,25804167,9/19/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,25804167,9/19/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,25804167,9/19/2000,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,51608333,9/13/2001,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,51608333,9/13/2001,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,51608333,9/13/2001,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,45873333,1/31/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,45873333,1/31/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,45873333,1/31/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,45873333,5/1/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,45873333,5/1/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,45873333,5/1/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,45873333,5/1/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,45873333,6/26/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,45873333,6/26/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,45873333,6/26/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,45873333,12/10/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,45873333,12/10/2002,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,57343333,4/2/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,57343333,4/2/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,57343333,6/27/2003,2/4/2000
GRA Repurchases,Indonesia,IDN,Extended Fund Facility,10/12/2006,57343333,10/10/2003,2/4/2000
GRA Purchases,Ireland,IRL,Extended Fund Facility,1/18/2011,5012425200,1/18/2011,12/16/2010
GRA Purchases,Ireland,IRL,Extended Fund Facility,5/18/2011,1410000000,5/18/2011,12/16/2010
GRA Purchases,Ireland,IRL,Extended Fund Facility,9/7/2011,1319000000,9/7/2011,12/16/2010
GRA Purchases,Ireland,IRL,Extended Fund Facility,12/16/2011,3309000000,12/16/2011,12/16/2010
GRA Purchases,Ireland,IRL,Extended Fund Facility,2/29/2012,2786000000,2/29/2012,12/16/2010
GRA Purchases,Ireland,IRL,Extended Fund Facility,6/15/2012,1191000000,6/15/2012,12/16/2010
GRA Purchases,Ireland,IRL,Extended Fund Facility,9/28/2012,758000000,9/28/2012,12/16/2010
GRA Purchases,Ireland,IRL,Extended Fund Facility,12/20/2012,758000000,12/20/2012,12/16/2010
GRA Purchases,Ireland,IRL,Extended Fund Facility,3/27/2013,831000000,3/27/2013,12/16/2010
GRA Purchases,Ireland,IRL,Extended Fund Facility,6/27/2013,831000000,6/27/2013,12/16/2010
GRA Purchases,Ireland,IRL,Extended Fund Facility,9/27/2013,681000000,9/27/2013,12/16/2010
GRA Purchases,Ireland,IRL,Extended Fund Facility,12/18/2013,579374800,12/18/2013,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,417702100,1/18/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,417702100,1/18/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,417702100,1/18/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,417702100,1/18/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,417702100,1/18/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,117500000,5/18/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,117500000,5/18/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,117500000,5/18/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,117500000,5/18/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,117500000,5/18/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,109916666,9/7/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,109916666,9/7/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,109916666,9/7/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,109916666,9/7/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,275750000,12/16/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,275750000,12/16/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,275750000,12/16/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,275750000,12/16/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,232166666,2/29/2012,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,232166666,2/29/2012,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,232166666,2/29/2012,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,99250000,6/15/2012,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,99250000,6/15/2012,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,99250000,6/15/2012,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,63166666,9/28/2012,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,63166666,9/28/2012,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,63166666,12/20/2012,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,63166666,12/20/2012,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,69250000,3/27/2013,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/10/2014,69250000,6/27/2013,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/17/2014,417702100,1/18/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/17/2014,417702100,1/18/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/17/2014,117500000,5/18/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/17/2014,109916666,9/7/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/17/2014,275750000,12/16/2011,12/16/2010
GRA Repurchases,Ireland,IRL,Extended Fund Facility,12/17/2014,232166666,2/29/2012,12/16/2010
