,Country,Scale,Base Year,1998Q1,1998Q2,1998Q3,1998Q4,1999Q1,1999Q2,1999Q3,1999Q4,2000Q1,2000Q2,2000Q3,2000Q4,2001Q1,2001Q2,2001Q3,2001Q4,2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1
,"China, P.R.: Hong Kong",Millions,2020,"342,209.00","347,777.00","357,374.00","356,176.00","331,788.00","349,331.00","371,674.00","385,925.00","367,219.00","375,233.00","398,519.00","408,003.00","374,746.00","379,363.00","398,992.00","404,560.00","372,568.00","381,245.00","408,381.00","421,272.00","386,999.00","379,099.00","424,675.00","441,090.00","417,604.00","425,069.00","454,006.00","477,157.00","444,232.00","456,108.00","491,872.00","512,679.00","484,227.00","483,953.00","523,304.00","547,370.00","512,670.00","513,821.00","558,407.00","585,764.00","548,739.00","534,396.00","563,679.00","570,037.00","506,131.00","517,959.00","554,126.00","584,120.00","546,262.00","550,997.00","590,261.00","621,156.00","587,807.00","579,100.00","613,404.00","639,521.00","592,565.00","584,815.00","624,297.00","659,299.00","612,945.00","602,799.00","643,471.00","678,090.00","631,099.00","616,070.00","664,260.00","695,966.00","645,951.00","635,111.00","679,402.00","709,189.00","653,373.00","646,583.00","694,780.00","732,994.00","682,525.00","671,592.00","718,965.00","758,195.00","713,398.00","694,088.00","737,734.00","766,660.00","715,565.00","694,611.00","714,075.00","738,931.00","648,592.00","629,152.00","685,293.00","712,756.00","702,051.00","676,864.00","723,236.00","746,176.00","674,370.00","668,952.00","689,910.00","715,203.00",...
,"China, P.R.: Macao",Millions,2020,...,...,...,...,...,...,...,...,...,...,...,...,"27,944.00","28,033.00","32,005.00","34,506.00","29,443.00","30,906.00","33,611.00","39,410.00","33,467.00","28,011.00","40,839.00","46,578.00","41,442.00","43,115.00","50,100.00","53,890.00","44,666.00","45,937.00","52,652.00","60,519.00","53,292.00","53,645.00","56,038.00","68,084.00","60,935.00","63,451.00","67,031.00","73,091.00","69,063.00","70,883.00","66,219.00","67,314.00","64,510.00","63,691.00","69,148.00","79,616.00","75,537.00","83,198.00","88,090.00","99,720.00","91,598.00","104,005.00","107,924.00","117,929.00","107,867.00","112,422.00","114,160.00","125,959.00","120,365.00","123,172.00","125,862.00","140,515.00","135,243.00","127,922.00","120,213.00","116,092.00","103,573.00","96,599.00","94,565.00","97,275.00","92,376.00","91,383.00","99,018.00","106,573.00","103,262.00","103,459.00","106,600.00","114,899.00","114,630.00","111,752.00","109,867.00","119,655.00","112,305.00","110,002.00","108,127.00","114,016.00","59,905.00","37,049.00","41,466.00","64,980.00","60,245.00","64,058.00","56,081.00","62,205.00","53,893.00","39,053.00","37,348.00",...,...
,"China, P.R.: Mainland",Millions,2020,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"12,571,313.60","14,021,791.10","14,645,801.20","16,147,719.30","13,592,713.40","15,094,987.40","15,750,812.60","17,460,844.10","14,660,927.10","16,237,241.30","17,000,866.60","18,807,525.50","15,765,518.90","17,474,432.00","18,233,367.00","20,186,708.20","16,890,562.50","18,719,846.50","19,508,359.50","21,587,079.90","18,012,381.00","20,042,052.50","21,001,819.10","22,903,001.30","19,281,684.30","21,445,791.30","22,453,973.70","24,471,663.70","20,621,306.50","22,928,022.10","23,951,716.00","26,068,464.80","21,914,416.80","24,295,994.60","25,353,060.60","27,573,890.40","20,397,243.70","25,037,176.80","26,579,994.40","29,342,285.10","24,551,370.00","26,848,190.00","27,852,100.00","30,668,130.00","25,728,610.00","26,967,440.00","28,950,490.00","31,558,850.00","26,899,180.00"
,Colombia,Millions,2015,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"121,278,026.00","125,663,624.50","129,103,447.00","138,807,902.60","128,999,227.70","132,349,459.60","138,998,218.60","149,088,094.10","137,656,283.60","141,436,279.20","148,529,298.10","158,835,139.10","144,780,398.40","148,195,705.40","153,461,971.30","159,274,924.90","145,003,731.00","149,230,179.30","154,285,330.40","164,096,759.20","150,638,730.70","156,125,061.40","160,528,719.20","172,858,488.70","160,881,016.60","166,720,513.90","173,241,258.90","183,785,210.60","170,757,053.60","174,814,009.00","177,146,375.60","188,697,561.70","174,828,277.70","184,202,564.80","188,214,572.00","200,693,585.60","186,383,646.10","190,501,531.80","196,459,902.40","208,243,919.70","191,648,856.40","197,012,812.20","203,478,727.00","212,551,604.40","196,202,738.90","201,220,144.50","206,654,121.80","217,411,994.80","198,332,101.90","203,793,316.50","210,152,667.50","220,377,914.10","201,621,185.60","209,419,422.90","216,259,814.80","226,707,576.80","208,704,457.70","215,914,384.80","223,111,091.50","233,494,066.10","210,057,934.30","179,621,451.10","202,591,418.40","225,044,196.30","213,149,137.00","213,542,861.50","230,098,804.70","250,561,196.80","229,842,209.80","239,762,613.80","247,968,191.30","257,792,056.60",...
,Costa Rica,Millions,2017,"4,027,204.10","3,758,269.50","3,784,925.80","4,186,985.90","4,119,646.10","3,963,344.20","3,982,566.70","4,355,972.20","4,355,808.00","4,101,428.50","4,133,378.60","4,466,216.80","4,492,066.10","4,252,053.40","4,299,652.70","4,608,542.70","4,540,875.30","4,487,161.40","4,463,358.00","4,764,077.90","4,777,049.70","4,616,263.40","4,655,788.30","4,994,492.80","4,993,890.50","4,848,763.10","4,842,796.30","5,200,747.10","5,113,300.60","5,063,678.70","5,066,035.20","5,433,990.30","5,446,096.20","5,374,475.20","5,452,618.20","5,918,756.40","5,941,002.40","5,876,424.70","5,895,618.80","6,301,997.60","6,353,425.00","6,249,096.60","6,172,702.00","6,377,694.90","6,219,210.70","6,095,089.30","6,129,267.80","6,489,650.90","6,543,471.40","6,444,313.80","6,485,903.70","6,796,036.00","6,830,431.60","6,754,868.70","6,736,462.70","7,104,659.70","7,256,417.30","7,035,456.40","7,048,732.60","7,424,936.90","7,367,777.00","7,232,407.00","7,278,082.10","7,604,910.00","7,695,244.10","7,457,873.20","7,507,164.20","7,867,221.20","7,855,842.50","7,803,048.80","7,869,383.70","8,114,116.70","8,211,441.90","8,104,183.50","8,128,495.80","8,528,619.00","8,529,199.50","8,478,330.00","8,420,415.10","8,915,702.90","8,814,242.00","8,824,242.80","8,647,740.50","8,955,819.20","9,011,433.70","8,886,931.20","8,868,347.20","9,327,312.90","9,159,790.50","8,175,900.20","8,268,084.90","8,947,823.90","9,084,746.30","9,023,991.10","9,311,686.50","9,819,565.60","9,698,256.90","9,425,451.60","9,542,309.80","10,177,158.60",...
,"Croatia, Rep. of",Millions,2010,"7,805.18","8,489.37","8,966.80","8,372.18","7,821.34","8,555.64","8,856.06","8,117.87","8,155.53","8,641.08","9,175.50","8,365.57","8,329.08","8,965.51","9,492.02","8,619.82","8,731.50","9,427.61","10,092.54","9,216.51","9,267.74","10,044.56","10,586.82","9,665.52","9,704.90","10,407.36","10,959.71","10,147.52","9,857.79","10,946.99","11,527.98","10,662.74","10,486.38","11,387.06","12,035.30","11,201.32","11,120.81","12,024.77","12,566.59","11,635.75","11,464.24","12,403.74","12,792.93","11,634.85","10,435.62","11,368.71","11,871.35","11,145.96","10,237.07","11,069.65","12,004.02","10,962.38","10,034.76","11,227.67","12,029.85","10,942.49","9,903.04","10,872.69","11,797.47","10,630.16","9,789.43","10,907.51","11,742.03","10,592.52","9,675.44","10,842.53","11,715.29","10,613.47","9,797.29","11,041.69","12,238.38","10,850.09","10,208.25","11,390.38","12,539.11","11,353.25","10,550.03","11,733.14","13,090.27","11,669.91","10,689.25","12,174.94","13,496.66","12,000.03","11,207.43","12,603.54","13,926.19","12,278.15","11,120.95","10,625.58","12,419.86","11,557.45","11,405.36","12,833.71","14,490.58","12,971.29","12,292.06","13,945.59","15,245.99","13,490.67",...
,Cyprus,Millions,2010,"2,898.70","3,155.90","3,294.20","3,207.90","3,067.50","3,316.80","3,419.00","3,381.00","3,250.80","3,598.00","3,595.60","3,526.50","3,366.70","3,673.80","3,793.30","3,689.00","3,507.60","3,834.70","3,862.00","3,859.30","3,668.50","3,839.70","3,980.10","3,970.60","3,852.50","4,044.30","4,178.70","4,160.30","4,037.40","4,246.70","4,377.10","4,362.60","4,227.90","4,475.80","4,569.00","4,553.50","4,471.80","4,677.10","4,769.10","4,816.90","4,675.20","4,913.00","4,948.50","4,881.60","4,599.00","4,773.00","4,803.60","4,851.20","4,665.90","4,875.70","4,944.10","4,975.40","4,751.10","4,971.30","4,896.80","4,922.90","4,672.70","4,788.30","4,765.90","4,641.40","4,312.90","4,419.80","4,487.70","4,405.20","4,164.70","4,384.60","4,416.60","4,346.50","4,196.50","4,530.50","4,578.30","4,598.90","4,479.80","4,818.80","4,866.70","4,915.90","4,764.70","5,108.90","5,148.20","5,153.60","5,044.30","5,373.80","5,439.80","5,457.00","5,285.90","5,651.10","5,789.10","5,767.40","5,406.90","5,015.20","5,469.10","5,619.00","5,393.90","5,623.90","5,915.50","6,004.60","5,755.40","5,954.50","6,240.30","6,279.80",...
,Czech Rep.,Millions,2010,"646,131.67","696,834.93","708,048.70","714,600.08","649,474.02","703,406.97","716,286.28","734,728.35","679,204.97","729,628.45","746,128.02","761,118.84","705,014.30","752,829.62","763,074.49","783,897.52","712,362.77","763,768.31","781,254.62","794,601.49","733,300.34","790,379.42","812,740.31","824,940.82","765,602.84","828,204.31","842,937.88","876,812.03","813,571.20","886,550.85","899,161.65","933,021.72","874,187.91","944,077.77","959,408.45","993,660.03","926,762.33","992,686.43","1,011,633.61","1,050,327.88","961,587.55","1,035,388.70","1,052,366.15","1,039,024.92","919,507.74","977,914.37","992,540.90","1,007,995.52","926,018.75","1,007,857.50","1,016,712.85","1,042,280.89","955,863.31","1,029,867.26","1,028,154.77","1,049,273.54","958,807.58","1,016,554.19","1,015,810.61","1,040,090.53","939,437.91","1,010,837.45","1,025,484.65","1,053,652.39","958,267.73","1,034,529.65","1,057,804.04","1,069,960.43","1,008,450.87","1,094,283.54","1,113,275.79","1,126,583.22","1,039,152.60","1,130,639.11","1,132,867.03","1,150,118.63","1,086,014.98","1,184,201.21","1,195,371.79","1,217,341.17","1,131,480.33","1,221,384.85","1,228,075.19","1,252,783.23","1,166,360.95","1,254,746.39","1,274,756.36","1,284,315.86","1,153,900.36","1,121,380.99","1,206,084.21","1,224,756.31","1,128,039.40","1,228,238.55","1,248,121.78","1,268,917.58","1,183,387.22","1,271,450.63","1,267,438.87","1,270,043.28",...
,Denmark,Millions,2010,"384,961.70","389,547.10","387,092.30","408,748.00","391,117.40","404,241.90","397,257.10","424,027.00","406,045.60","418,755.70","413,158.80","439,256.70","410,884.20","421,473.90","418,611.20","440,053.60","411,411.80","428,665.20","419,749.60","439,082.30","416,294.70","423,951.10","418,403.30","446,886.50","423,388.10","438,712.60","431,800.10","457,142.20","426,321.40","455,795.70","443,871.70","465,969.80","445,659.30","473,234.20","462,073.40","481,111.10","456,072.50","467,795.50","465,640.20","489,500.70","459,527.30","475,648.60","463,644.50","470,567.60","439,389.40","442,426.00","439,532.40","456,317.80","435,450.20","452,574.40","453,548.60","469,352.30","446,866.90","462,857.20","452,705.90","472,703.60","449,350.70","461,152.10","456,720.50","472,067.10","448,383.70","467,614.40","462,067.30","478,391.80","456,422.70","469,895.10","471,447.90","488,754.90","468,016.20","486,222.50","479,731.70","496,743.60","476,171.40","504,419.40","496,163.20","516,630.00","495,363.70","519,114.50","506,385.00","528,769.10","503,126.70","528,930.40","517,699.60","540,653.70","511,772.90","536,194.10","525,985.80","547,677.60","514,657.30","500,629.10","519,141.60","544,884.40","514,210.70","546,373.20","538,723.50","580,970.10","540,795.10","568,826.10","558,709.40","590,994.40",...
,Dominican Rep.,Millions,2007,"242,587.72","241,054.01","223,098.49","239,343.09","248,195.90","248,804.68","245,140.83","260,139.72","264,652.21","263,514.92","256,006.54","264,831.42","265,245.51","267,628.76","266,464.09","275,467.19","281,223.99","285,932.86","276,580.08","279,382.23","281,141.16","276,319.83","271,361.41","279,182.88","278,636.41","283,700.38","280,654.96","293,490.76","302,122.91","308,360.17","312,271.90","320,877.79","332,318.54","339,995.74","335,671.49","349,742.30","355,188.80","361,149.77","364,620.23","377,457.71","380,772.10","388,475.09","364,537.52","371,439.75","370,179.87","380,708.30","373,176.14","395,401.90","402,999.74","413,629.17","403,636.65","425,918.85","420,896.80","427,771.90","415,015.20","434,082.42","434,345.01","438,112.35","426,129.33","445,314.20","442,875.93","457,360.70","452,801.98","475,881.01","476,924.59","487,614.55","482,971.19","510,356.60","503,281.94","523,577.37","523,472.32","543,157.11","536,942.02","566,735.18","556,758.91","572,462.24","568,279.98","584,099.68","574,568.07","610,153.40","606,913.67","626,749.14","618,053.21","648,573.84","641,697.09","650,234.02","648,463.34","686,214.26","641,642.16","540,427.15","601,712.91","666,312.09","661,787.54","677,946.97","670,570.06","740,465.07","702,459.23","712,633.08","704,186.59","765,132.05",...
,"Egypt, Arab Rep. of",Millions,2016,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"1,055,500.00","1,079,500.00","1,044,700.00","1,034,000.00","1,076,100.00","1,110,910.10","1,124,800.00","1,135,200.00","1,165,100.00","1,170,900.00","1,161,800.00",...,...,...
,El Salvador,Millions,2014,...,...,...,...,...,...,...,...,72.25,77.62,77.25,80.83,74.45,79.89,76.43,79.88,73.57,81.08,78.87,82.03,75.36,81.45,80.02,83.66,75.21,82.05,81.05,85.03,"4,352.51","4,789.08","4,661.24","4,955.17","4,637.92","4,849.15","4,843.62","5,241.95","4,627.01","4,940.00","4,991.61","5,378.18","4,882.02","5,171.58","5,045.44","5,261.86","4,800.71","5,052.27","4,912.97","5,170.75","4,939.54","5,120.36","4,983.21","5,313.51","5,120.23","5,363.11","5,194.08","5,455.15","5,258.33","5,514.94","5,348.49","5,605.49","5,285.28","5,627.98","5,539.04","5,761.36","5,517.73","5,743.46","5,572.64","5,759.64","5,624.42","5,807.48","5,756.05","5,946.75","5,639.20","6,058.06","5,908.56","6,116.98","5,836.10","6,115.67","6,021.77","6,283.75","5,985.02","6,265.69","6,195.78","6,396.01","6,177.60","6,379.53","6,356.24","6,534.06","6,115.80","5,083.49","5,774.93","6,392.98","6,266.61","6,428.62","6,444.64","6,626.88","6,496.66","6,586.09","6,582.69",...,...
,Euro Area,Millions,2010,"1,929,260.83","1,982,457.11","1,974,274.54","2,055,474.40","1,973,316.97","2,033,558.77","2,029,636.51","2,137,654.16","2,066,453.29","2,120,238.00","2,101,037.15","2,198,618.74","2,130,045.13","2,169,909.07","2,140,791.11","2,229,774.20","2,128,470.83","2,192,775.29","2,173,122.81","2,254,786.75","2,147,319.46","2,195,825.85","2,183,493.39","2,279,046.63","2,193,794.11","2,256,032.56","2,231,278.01","2,325,124.61","2,215,128.10","2,300,968.56","2,272,483.02","2,367,379.03","2,296,175.65","2,363,339.70","2,339,967.02","2,451,272.63","2,373,433.39","2,437,422.75","2,412,325.57","2,509,869.81","2,416,311.29","2,477,453.04","2,426,322.24","2,453,186.98","2,278,834.14","2,329,285.54","2,322,362.83","2,403,495.70","2,306,810.30","2,388,284.84","2,377,976.79","2,460,464.60","2,378,409.82","2,434,100.70","2,416,209.57","2,465,405.29","2,373,958.71","2,407,214.35","2,388,638.97","2,439,598.73","2,332,346.01","2,401,873.96","2,398,378.22","2,454,473.74","2,371,724.44","2,425,292.93","2,431,019.44","2,492,280.61","2,414,114.56","2,473,526.08","2,479,534.17","2,549,576.17","2,459,309.04","2,531,870.48","2,517,952.85","2,592,469.30","2,528,371.31","2,583,621.42","2,588,159.23","2,665,835.54","2,581,004.93","2,641,942.77","2,624,069.17","2,703,677.48","2,625,472.86","2,678,707.21","2,680,185.09","2,733,274.14","2,555,761.09","2,296,638.02","2,578,006.05","2,633,678.51","2,533,913.84","2,628,878.99","2,678,979.49","2,755,470.02","2,675,925.28","2,740,769.89","2,739,291.92",...,...
,Finland,Millions,2010,"32,901.30","35,577.12","35,749.55","38,797.02","35,022.30","37,289.81","36,986.05","39,990.64","37,117.38","39,249.99","39,256.24","42,284.06","38,679.98","40,616.04","40,185.41","42,546.73","38,793.45","41,596.13","40,752.73","43,651.90","39,252.67","42,182.21","41,974.05","44,687.38","41,052.03","43,692.10","43,206.08","46,856.62","42,737.03","45,112.65","44,443.47","47,373.02","44,649.86","46,782.46","46,112.39","49,357.32","46,543.03","49,450.23","48,529.11","52,284.18","47,972.51","50,487.50","49,023.18","50,866.31","43,722.48","45,791.65","45,238.62","47,581.19","44,007.48","47,591.01","46,291.97","50,252.53","46,399.18","48,546.98","47,616.92","50,372.25","46,536.77","47,832.24","46,683.29","49,187.57","45,025.99","47,652.66","46,811.95","49,033.00","44,926.82","47,328.35","46,642.20","48,938.30","44,725.80","47,747.36","46,776.21","49,607.48","46,071.30","48,979.40","48,223.56","50,892.22","47,681.25","50,533.96","49,637.85","52,512.00","48,819.47","51,295.16","49,953.23","52,580.80","48,999.05","51,763.31","50,927.07","53,440.27","49,051.77","48,172.63","49,777.23","53,297.33","48,334.34","51,827.64","51,303.20","54,935.87","50,340.98","53,439.38","52,051.89","54,771.48",...
,France,Millions,2010,"405,227.93","410,642.72","400,533.76","422,897.01","417,708.48","423,046.85","413,691.15","440,949.33","436,283.27","440,809.34","429,479.13","455,344.20","449,204.74","449,581.81","437,504.80","460,577.27","452,200.81","454,877.77","444,660.21","465,534.42","456,796.25","455,979.80","447,325.00","472,133.54","467,744.56","472,165.23","459,724.01","484,450.82","474,695.83","482,161.46","466,848.21","491,715.59","486,828.48","492,637.35","478,024.23","504,846.80","498,192.51","503,432.63","491,793.94","516,500.08","505,342.99","509,370.17","493,097.69","507,230.36","485,234.13","489,519.94","479,026.66","503,362.68","491,370.98","499,729.48","490,038.25","514,151.49","506,571.10","511,439.46","499,676.73","521,352.79","511,492.11","511,509.98","500,394.44","522,032.54","508,969.53","515,358.44","505,123.59","527,764.30","515,278.74","518,571.30","510,820.87","532,214.73","521,756.23","524,783.60","515,247.82","538,212.37","528,194.60","532,961.72","518,021.30","543,827.53","538,005.82","541,277.41","532,279.08","560,089.58","549,096.63","551,292.19","541,614.10","570,151.59","558,567.97","563,765.20","554,725.51","575,864.52","530,402.62","458,952.77","533,678.76","554,506.88","538,610.89","546,267.80","553,213.66","581,059.71","564,880.36","570,190.23","558,773.85","582,179.13",...
,Georgia,Millions,2015,"2,204.14","2,713.29","2,876.01","2,962.95","2,218.79","2,807.52","3,061.91","2,979.45","2,385.26","2,656.33","3,029.34","3,198.18","2,488.69","2,981.56","3,074.08","3,258.48","2,618.58","2,991.41","3,332.13","3,514.55","2,765.48","3,345.97","3,678.59","4,062.68","3,016.21","3,562.54","3,827.92","4,248.95","3,274.63","3,920.96","4,309.08","4,556.19","3,574.82","4,197.54","4,739.12","5,062.42","3,985.43","4,758.69","5,395.81","5,644.55","4,422.74","5,160.35","5,091.13","5,588.67","4,206.72","4,711.59","5,016.63","5,588.33",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,Germany,Millions,2010,"548,359.20","553,377.87","566,621.57","577,355.94","553,168.75","562,578.76","577,146.83","595,200.10","576,658.91","584,744.54","591,714.91","601,403.73","589,275.28","593,945.43","600,288.47","610,744.03","579,307.65","594,084.84","605,098.02","610,953.14","576,658.91","585,859.80","600,636.99","609,489.36","586,208.32","596,733.58","603,285.73","614,508.03","582,235.21","603,494.84","610,395.51","622,036.03","607,189.14","619,805.51","632,003.66","651,381.30","631,655.15","639,252.85","650,614.56","663,718.86","644,132.11","657,933.45","656,957.60","651,032.78","601,055.21","605,795.07","620,920.78","633,606.86","616,250.62","634,652.40","650,056.93","663,440.04","655,633.23","658,630.49","673,965.31","676,544.35","665,391.75","661,418.64","673,477.38","675,847.31","655,145.31","666,855.53","681,423.60","684,281.46","676,265.53","676,265.53","693,830.87","700,940.65","683,026.80","686,581.69","704,356.13","714,184.36","697,803.98","711,117.39","717,460.43","723,942.88","722,897.32","720,666.81","736,768.37","746,387.48","732,307.33","735,931.92","738,301.84","748,966.51","742,623.47","736,977.47","752,591.11","754,473.11","736,698.66","659,676.05","734,537.84","745,481.33","719,969.76","729,449.47","747,990.66","754,473.11","747,781.55","742,065.85","757,540.08","756,982.44",...
,Greece,Millions,2010,"40,801.25","42,360.91","46,371.20","46,259.99","41,939.49","43,706.77","47,607.83","47,940.68","43,703.49","45,203.85","49,681.77","49,708.07","46,358.47","47,356.51","51,611.90","50,750.01","47,435.31","50,169.63","53,582.26","52,581.54","50,243.27","53,064.88","56,268.84","55,999.19","53,685.30","55,737.03","59,374.61","57,689.53","53,864.43","56,248.90","59,421.88","58,308.24","56,923.44","59,760.98","61,860.18","62,177.55","58,034.91","63,218.47","64,450.72","62,898.69","59,082.18","62,443.83","64,250.87","61,992.66","54,906.89","60,032.71","61,601.18","60,572.86","55,319.68","56,390.92","56,110.39","56,303.03","49,137.50","51,428.37","51,877.58","48,933.52","45,043.87","47,128.47","48,012.53","46,921.13","42,533.71","45,471.50","47,447.24","46,945.97","42,622.04","45,643.69","48,063.16","46,937.19","42,846.67","45,905.31","46,971.62","47,183.12","42,245.38","45,362.23","47,723.39","46,684.65","42,511.86","45,933.02","49,180.67","46,377.97","43,116.72","46,794.91","49,880.76","47,281.11","43,375.51","47,793.27","51,625.19","47,804.63","42,584.24","39,865.20","46,421.09","44,566.49","42,088.40","45,583.79","52,190.98","48,202.26","45,982.60","49,021.31","53,311.48",...,...
,Guatemala,Millions,2013,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"103,958.18","103,200.60","102,371.98","106,852.46","108,285.28","107,650.82","106,786.12","112,164.98","113,342.61","111,019.82","112,038.19","116,282.90","115,247.96","115,132.92","114,351.44","120,073.18","120,677.46","117,995.05","117,912.70","122,535.59","123,976.88","123,059.77","122,032.49","126,374.72","128,691.81","127,717.46","126,876.37","131,987.44","129,740.41","116,507.43","125,202.29","134,733.11","135,591.87","134,491.34","135,368.61","141,128.74","141,688.97","139,977.14","140,461.17",...,...
,Hungary,Millions,2010,"4,691,336.28","5,139,562.54","5,326,426.23","5,510,882.19","4,789,195.51","5,251,420.05","5,489,766.85","5,772,551.92","5,048,448.80","5,505,791.74","5,704,879.46","5,998,015.10","5,274,921.37","5,753,239.56","5,941,127.43","6,194,621.99","5,511,886.35","6,020,248.60","6,227,209.54","6,502,832.31","5,699,832.53","6,267,618.10","6,501,084.16","6,782,143.70","5,961,136.79","6,605,083.25","6,836,060.64","7,112,098.48","6,155,679.66","6,922,858.38","7,132,039.97","7,442,402.20","6,458,963.12","7,174,938.06","7,400,572.67","7,709,712.32","6,559,102.17","7,181,673.11","7,395,205.51","7,687,932.18","6,680,435.75","7,370,479.01","7,536,034.18","7,526,339.72","6,207,491.68","6,784,857.73","6,975,721.56","7,224,362.36","6,196,048.19","6,837,667.83","7,090,747.33","7,360,629.65","6,372,060.10","6,938,033.12","7,179,731.78","7,508,370.88","6,366,064.69","6,857,046.33","7,098,528.31","7,326,514.97","6,311,120.95","6,947,076.71","7,298,846.44","7,589,474.28","6,589,338.54","7,273,865.85","7,588,082.02","7,886,452.55","6,891,142.73","7,524,333.99","7,820,142.77","8,189,760.38","6,970,710.30","7,759,643.93","8,015,246.02","8,349,443.71","7,296,829.41","8,042,830.14","8,352,926.97","8,730,830.26","7,662,657.47","8,474,882.71","8,814,477.14","9,210,049.93","8,068,947.17","8,877,261.03","9,257,478.95","9,617,903.31","8,239,608.45","7,736,187.85","8,871,849.50","9,345,042.43","8,055,667.63","9,110,937.67","9,420,919.64","10,038,764.73","8,718,813.33","9,705,596.44","9,800,526.70","10,076,450.55",...
,Iceland,Millions,2010,"265,505.52","298,968.56","311,593.44","314,773.76","301,120.40","299,246.16","316,232.20","322,292.04","308,110.02","315,957.45","342,750.25","333,832.33","315,579.79","336,016.35","346,775.68","354,479.78","320,758.84","335,935.63","353,620.46","350,106.13","348,500.23","337,491.92","354,211.10","349,367.39","366,156.20","358,411.37","385,151.67","388,271.26","374,596.20","393,524.18","415,925.75","405,687.88","406,014.76","418,391.34","437,481.63","428,269.68","427,949.96","456,238.87","470,971.32","477,897.70","458,451.63","468,042.62","472,586.37","474,478.58","428,427.39","427,516.90","446,411.32","427,617.57","399,561.36","415,554.23","434,337.09","431,514.27","412,865.70","419,185.39","444,066.46","435,876.32","424,230.87","417,394.81","450,938.06","437,639.53","435,133.10","447,000.56","470,145.27","456,691.16","428,383.08","453,051.99","489,325.70","468,730.53","447,791.67","485,676.22","504,874.10","482,761.35","462,779.18","500,368.30","550,879.99","528,176.23","488,145.49","526,770.54","574,007.26","538,949.80","522,342.61","562,885.58","585,355.23","561,325.07","524,321.01","573,961.94","598,684.67","575,230.42","519,186.51","506,851.89","541,245.60","540,364.36","511,490.95","533,073.66","579,548.71","574,867.91","553,624.30","571,359.54","622,770.42","592,941.78",...
,India,Millions,2011/2012,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"11,733,600.00","11,859,400.00","13,303,400.00","13,824,500.00","12,815,900.00","12,860,700.00","14,497,100.00","15,256,400.00","13,765,000.00","14,177,500.00","15,871,100.00","16,751,500.00","15,253,000.00","15,473,400.00","17,545,100.00","18,229,900.00","16,486,000.00","16,515,600.00","17,814,300.00","18,272,900.00","17,309,300.00","17,664,900.00","19,277,100.00","20,696,300.00","19,091,100.00","19,374,700.00","21,337,900.00","22,833,400.00","21,028,600.00","20,428,700.00","22,251,400.00","23,654,600.00","22,052,200.00","21,959,500.00","23,447,700.00","24,670,800.00","23,474,000.00","23,570,800.00","24,980,000.00","25,989,000.00","25,357,500.00","25,622,400.00","26,459,500.00","27,837,300.00","27,282,800.00","27,680,900.00","28,363,900.00","30,367,400.00","29,650,900.00","30,357,600.00","30,796,200.00","32,277,300.00","31,463,400.00","31,972,000.00","32,849,900.00","35,160,600.00","33,823,000.00","34,036,400.00","34,897,600.00","37,172,100.00","35,546,400.00","35,499,500.00","36,033,800.00","38,266,800.00","27,240,200.00","33,467,300.00","36,605,800.00","39,557,800.00","33,110,500.00","36,516,600.00","38,507,700.00","41,123,600.00","37,479,100.00","38,809,900.00","40,185,800.00",...
