,Country,Scale,Base Year,1998Q1,1998Q2,1998Q3,1998Q4,1999Q1,1999Q2,1999Q3,1999Q4,2000Q1,2000Q2,2000Q3,2000Q4,2001Q1,2001Q2,2001Q3,2001Q4,2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1
,Greece,Millions,,"27,990.74","29,955.51","32,956.81","34,359.50","30,196.68","32,196.21","34,833.31","36,562.54","32,419.41","34,213.80","36,937.06","37,677.00","35,236.58","36,726.37","39,842.80","40,388.09","37,497.12","39,873.91","42,337.73","43,752.00","40,880.62","43,418.79","46,681.73","47,923.76","44,878.06","47,605.00","50,815.43","50,417.34","45,727.02","49,176.80","51,750.15","52,588.34","50,093.10","53,992.35","55,923.24","57,852.89","52,830.74","58,358.95","59,929.01","61,575.89","55,877.18","60,744.79","63,078.37","62,290.05","53,385.96","60,220.46","61,255.11","62,672.66","54,252.05","56,557.15","56,353.32","56,961.51","48,643.96","51,895.63","52,043.41","50,725.22","44,662.28","47,527.55","48,299.50","47,891.30","42,185.91","45,346.21","46,511.19","45,841.08","40,841.40","43,920.00","46,728.91","45,745.66","40,787.29","44,046.78","45,493.62","46,041.17","39,938.60","43,766.55","45,751.52","45,037.50","40,521.36","44,229.04","47,392.17","44,760.80","41,080.85","44,858.54","48,102.41","45,515.88","41,607.26","46,077.94","49,754.06","45,911.96","40,694.35","37,926.40","44,454.42","42,330.74","39,612.68","43,594.83","50,550.32","47,916.78","46,580.42","50,643.81","55,417.38",...,...
,Guatemala,Millions,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"103,822.13","102,177.54","102,214.30","108,169.25","109,517.71","109,404.88","111,339.39","117,064.35","117,886.74","116,188.11","118,712.66","123,235.31","123,851.75","122,824.78","124,514.84","130,810.33","131,646.40","127,624.50","130,291.83","136,944.69","136,986.97","134,670.15","136,476.45","143,234.51","145,407.65","145,262.31","147,528.98","155,758.64","151,153.91","136,710.74","149,739.48","161,796.59","163,155.95","161,154.32","165,972.33","174,765.58","179,020.12","177,855.99","183,881.38",...,...
,Hungary,Millions,,"2,353,125.00","2,565,669.00","2,641,267.00","2,882,758.00","2,562,452.00","2,854,557.00","2,962,257.00","3,258,280.00","2,930,525.00","3,263,165.00","3,442,020.00","3,688,342.00","3,395,609.00","3,892,980.00","3,973,506.00","4,136,606.00","3,939,887.00","4,302,211.00","4,444,286.00","4,747,475.00","4,172,831.00","4,704,431.00","4,874,447.00","5,378,302.00","4,753,947.00","5,356,318.00","5,349,315.00","5,650,478.00","4,884,392.00","5,657,084.00","5,803,062.00","6,250,428.00","5,315,834.00","6,087,158.00","6,294,427.00","6,647,989.00","5,796,671.00","6,356,593.00","6,547,755.00","7,040,879.00","6,330,799.00","6,855,502.00","6,770,223.00","7,293,420.00","6,023,446.00","6,574,453.00","6,623,275.00","7,299,602.00","6,057,981.00","6,764,876.00","7,023,754.00","7,638,482.00","6,288,612.00","6,993,091.00","7,297,038.00","7,959,461.00","6,482,457.00","7,125,402.00","7,441,947.00","7,946,825.00","6,667,960.00","7,526,800.00","7,839,753.00","8,317,390.00","7,219,736.00","8,105,508.00","8,502,492.00","8,976,971.00","7,657,122.00","8,554,488.00","8,966,416.00","9,787,187.00","7,923,459.00","9,038,091.00","9,293,296.00","9,951,820.00","8,532,102.00","9,697,274.00","10,079,621.00","10,965,760.00","9,364,272.00","10,675,749.00","11,205,231.00","12,141,183.00","10,382,606.00","11,786,349.00","12,267,221.00","13,228,750.00","11,125,545.00","10,980,339.00","12,444,806.00","13,860,856.00","11,502,916.00","13,748,676.00","14,064,760.00","15,809,209.00","13,869,777.00","16,463,505.00","17,395,178.00","18,658,381.00",...
,Iceland,Millions,,"133,998.72","152,109.99","158,134.43","159,164.46","156,273.14","156,701.99","166,048.15","170,695.82","166,511.29","172,806.22","186,493.61","183,750.19","178,391.63","197,750.17","207,733.30","218,401.55","203,512.44","212,330.42","219,878.53","218,418.55","219,038.66","213,530.17","223,138.85","221,025.04","234,400.79","232,404.11","250,880.50","252,736.09","248,984.41","261,407.43","277,828.14","273,208.28","286,125.85","301,129.38","318,348.98","320,111.85","325,794.14","346,027.98","355,749.55","359,379.57","357,931.15","389,128.05","405,323.38","437,242.55","379,749.26","395,710.89","427,553.55","423,377.03","402,861.02","419,111.23","431,182.55","427,812.13","416,724.90","433,322.79","464,629.29","450,331.70","446,616.90","448,789.57","480,978.69","468,774.59","476,002.88","486,182.39","508,661.96","499,298.50","470,943.35","504,708.63","561,276.86","549,430.77","541,080.58","580,058.80","604,416.25","585,292.15","566,563.94","618,723.53","676,157.84","650,609.52","597,261.38","649,680.16","713,008.99","682,008.87","659,560.52","712,027.50","744,015.93","728,450.79","686,176.37","762,713.15","799,404.48","775,635.71","703,019.93","700,607.22","751,997.08","763,130.83","726,422.01","778,197.20","864,324.82","875,956.58","862,527.08","926,930.89","1,020,419.62","956,537.82",...
,India,Millions,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"7,225,300.00","7,466,700.00","8,425,900.00","8,738,300.00","8,223,800.00","8,404,100.00","9,591,900.00","10,069,300.00","9,356,400.00","9,866,300.00","11,194,300.00","11,780,600.00","11,068,200.00","11,307,200.00","12,985,900.00","13,639,300.00","13,102,000.00","13,423,400.00","14,397,200.00","14,395,600.00","14,076,500.00","14,715,100.00","16,708,100.00","18,148,200.00","17,137,400.00","17,558,000.00","20,094,700.00","21,692,700.00","20,435,000.00","20,294,700.00","22,448,500.00","24,185,100.00","23,132,000.00","23,569,500.00","25,483,800.00","27,254,800.00","25,653,700.00","26,862,000.00","29,210,700.00","30,608,700.00","29,143,900.00","30,539,800.00","31,849,200.00","33,146,700.00","32,435,400.00","33,558,800.00","34,766,300.00","36,958,100.00","36,397,700.00","37,541,200.00","38,750,100.00","41,227,700.00","40,089,200.00","41,572,500.00","43,391,900.00","45,846,900.00","45,693,700.00","46,560,200.00","48,730,000.00","48,012,800.00","49,513,800.00","48,681,400.00","51,353,400.00","51,487,300.00","38,810,500.00","47,328,600.00","54,579,500.00","57,580,700.00","51,238,500.00","56,038,300.00","62,385,500.00","65,047,900.00","65,467,300.00","65,695,500.00","69,382,400.00",...
,Indonesia,Millions,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"1,207,305,400.00","1,332,933,300.00","1,460,941,900.00","1,413,661,300.00","1,395,989,300.00","1,479,734,500.00","1,571,636,000.00","1,564,015,200.00","1,603,771,900.00","1,704,509,900.00","1,786,196,600.00","1,769,654,700.00","1,834,355,100.00","1,928,233,000.00","2,053,745,400.00","2,015,392,500.00","2,061,338,300.00","2,162,036,900.00","2,223,641,600.00","2,168,687,700.00","2,235,288,500.00","2,342,589,500.00","2,491,158,500.00","2,477,097,500.00","2,506,300,200.00","2,618,947,300.00","2,746,762,400.00","2,697,695,400.00","2,728,180,700.00","2,867,948,400.00","2,990,645,000.00","2,939,558,700.00","2,929,269,000.00","3,073,536,700.00","3,205,019,000.00","3,193,903,800.00","3,228,172,200.00","3,366,787,300.00","3,504,138,500.00","3,490,727,700.00","3,510,363,100.00","3,686,836,400.00","3,842,343,000.00","3,799,213,500.00","3,782,618,300.00","3,964,074,700.00","4,067,358,000.00","4,018,606,200.00","3,923,347,900.00","3,690,742,200.00","3,897,851,900.00","3,931,411,200.00","3,972,769,600.00","4,177,970,800.00","4,327,358,000.00","4,498,592,400.00","4,508,597,800.00","4,897,942,900.00","5,066,994,300.00","5,114,910,600.00",...
,"Iran, Islamic Rep. of",Millions,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"1,653,627,275.68","1,783,759,745.86","1,670,137,345.56","1,788,475,339.31","1,689,970,876.27","1,984,439,864.42","2,012,389,139.69","2,208,876,921.55","2,374,617,170.42","2,864,262,208.40","2,684,184,962.77","2,711,933,454.53","2,927,837,248.41","3,448,263,223.77","3,053,134,024.48","2,825,473,088.42","2,929,987,421.45","3,323,500,508.78","2,917,761,379.65","2,932,640,776.69","3,233,919,092.75","3,917,790,412.16","3,513,382,362.56","3,743,798,946.66","3,738,197,638.85","4,434,116,071.64","4,177,279,368.85","4,386,825,910.85","4,639,308,784.69","6,132,900,703.61","5,405,829,320.07","5,449,031,160.43","6,163,026,027.45","7,598,645,845.52","6,963,785,180.95","6,638,556,193.10","7,353,248,184.75","10,834,127,787.33","11,267,934,102.35","11,336,066,783.52","13,105,505,586.00","17,599,484,260.46","18,033,591,500.77","18,035,921,493.35",...,...,...,...
,Ireland,Millions,,"19,132.08","20,070.76","20,569.45","20,658.53","21,877.88","22,496.61","23,634.66","24,781.38","25,586.73","26,773.90","27,419.69","28,714.97","29,811.84","30,488.40","30,321.17","31,467.76","32,779.09","33,711.62","34,136.19","35,370.66","35,122.53","36,095.19","35,618.02","38,740.69","38,030.52","39,342.74","38,353.55","40,533.48","41,127.29","42,748.52","42,115.47","44,315.49","45,259.47","45,955.18","46,323.82","47,377.77","49,614.55","49,427.79","48,112.71","49,914.35","48,181.81","47,175.28","46,873.22","45,052.67","43,365.22","43,067.31","42,166.31","40,920.88","41,678.97","41,626.55","42,661.92","41,423.96","42,389.43","43,268.29","43,808.41","42,237.04","43,578.91","43,788.03","44,855.12","43,393.36","43,274.02","44,317.47","46,826.44","45,039.65","46,490.97","48,282.26","50,577.11","49,734.90","63,339.83","62,997.48","67,915.66","68,722.94","64,405.07","63,355.65","68,585.06","73,859.55","69,477.23","69,905.67","77,503.08","80,877.23","79,282.32","78,364.17","84,775.52","84,209.27","85,632.05","84,972.53","93,209.76","92,890.26","93,032.89","84,665.32","101,102.21","94,035.98","101,222.15","101,483.27","114,867.89","108,710.11","117,965.35","120,880.47","133,963.60","129,774.34",...
,Israel,Millions,,"108,675.80","111,230.70","115,692.10","120,628.50","118,293.90","123,932.60","127,246.60","131,110.60","130,014.10","137,763.90","144,176.40","142,703.10","140,545.40","143,331.00","144,121.70","138,238.50","142,441.90","149,296.10","151,758.80","149,014.30","150,604.20","148,311.20","152,272.80","146,763.70","153,679.30","154,384.90","161,508.70","157,785.70","157,501.80","162,820.90","169,178.50","170,567.90","173,160.40","178,301.50","177,644.10","177,897.90","180,533.70","185,826.50","192,443.50","197,301.00","194,092.50","195,920.30","200,107.80","201,144.30","202,168.50","209,470.90","211,411.20","210,479.00","213,459.10","222,525.30","225,795.10","229,458.20","230,924.10","234,889.40","242,482.70","246,319.20","244,413.10","250,847.60","257,278.60","258,801.30","256,550.30","270,594.90","271,001.20","276,894.50","274,532.50","276,962.70","280,163.40","292,991.20","290,542.70","293,216.30","291,603.50","303,958.20","301,448.50","304,830.10","312,999.40","317,780.10","313,907.70","319,317.60","322,738.90","333,560.90","329,681.50","333,017.90","337,932.60","351,901.00","351,857.50","351,042.40","362,532.20","369,185.10","355,979.20","329,613.60","359,790.10","377,252.50","359,996.80","388,685.20","396,708.60","432,647.50","414,520.80","428,968.90","444,332.30","466,009.10",...
,Italy,Millions,,"265,862.90","285,573.50","278,361.40","309,058.40","273,044.80","292,634.30","286,761.10","322,709.20","289,624.00","309,477.30","302,363.20","340,048.40","306,667.00","325,926.20","317,706.80","353,836.90","314,719.50","337,468.90","331,875.10","366,195.40","325,045.90","347,599.50","343,829.90","378,217.90","337,244.80","365,421.30","355,594.30","394,058.70","347,539.00","373,989.30","365,618.20","406,488.70","363,056.60","388,697.50","380,652.10","420,280.60","380,316.90","403,298.60","395,954.20","435,270.10","392,486.60","416,094.20","403,503.70","425,615.10","373,079.30","392,538.60","390,129.20","421,508.80","376,119.70","403,323.90","399,609.00","432,226.80","390,160.20","414,618.00","409,723.00","434,254.60","387,102.10","406,474.90","402,756.20","428,025.60","378,261.30","402,779.50","403,462.10","428,247.40","385,310.00","405,720.40","405,684.50","430,690.70","388,452.80","412,482.10","414,081.30","440,338.90","400,525.80","424,022.10","422,517.20","448,721.70","410,590.20","432,014.00","431,300.20","462,688.50","421,653.00","442,066.00","437,986.70","469,685.40","427,352.10","446,250.20","446,648.10","476,398.10","405,274.90","375,232.50","425,413.30","455,099.10","412,451.50","440,603.50","450,465.40","484,155.30","445,884.40","475,071.90","471,710.10","516,487.20",...
,Jamaica,Millions,,"80,289.98","78,759.55","79,361.38","82,760.76","85,168.61","82,662.41","86,209.26","92,941.88","97,217.31","94,262.76","94,814.32","100,794.87","105,136.77","103,405.48","105,251.17","109,129.43","115,504.00","114,866.19","116,456.20","123,728.26","130,728.38","132,758.52","135,022.95","146,000.44","155,408.23","152,407.79","151,895.46","162,949.34","172,637.75","170,200.33","174,273.32","183,164.19","189,782.88","190,582.47","195,677.31","208,293.84","216,239.08","214,751.88","219,239.70","235,401.19","245,423.54","243,759.37","246,136.13","262,120.79","260,136.63","256,267.52","268,871.82","280,055.13","284,786.22","278,984.80","285,169.24","303,796.32","303,848.83","299,885.00","311,657.21","324,936.24","323,707.75","319,181.81","321,543.90","349,295.76","348,473.64","347,074.28","359,196.45","376,353.36","379,621.06","374,587.21","380,649.36","406,861.21","409,742.31","408,455.98","407,893.70","441,101.45","434,667.79","433,510.94","432,459.40","454,089.19",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,Japan,Millions,,"130,245,300.00","131,963,900.00","130,942,600.00","143,345,600.00","128,312,000.00","130,500,000.00","129,485,100.00","139,772,800.00","130,540,700.00","132,188,100.00","131,084,700.00","141,604,300.00","132,737,200.00","132,066,800.00","129,141,200.00","137,708,700.00","128,493,900.00","129,865,400.00","128,469,000.00","137,650,400.00","127,481,100.00","130,111,600.00","128,457,500.00","137,918,500.00","129,732,300.00","130,855,300.00","129,991,700.00","138,821,600.00","129,969,300.00","131,632,900.00","130,894,800.00","140,018,600.00","131,559,900.00","131,961,600.00","130,220,400.00","141,428,300.00","133,647,600.00","133,684,200.00","131,292,700.00","140,657,200.00","132,851,300.00","131,389,300.00","128,175,400.00","135,407,800.00","121,202,300.00","122,762,100.00","120,878,500.00","130,095,500.00","123,628,100.00","124,557,000.00","125,404,100.00","131,941,400.00","122,971,300.00","121,146,600.00","122,980,600.00","130,350,500.00","125,568,600.00","123,447,700.00","122,013,900.00","129,444,400.00","124,514,600.00","125,245,800.00","125,609,200.00","133,331,000.00","128,491,500.00","127,789,100.00","126,779,700.00","135,750,800.00","133,103,300.00","132,899,800.00","131,976,100.00","140,053,200.00","135,811,800.00","134,271,000.00","132,639,500.00","141,642,300.00","136,277,100.00","136,012,700.00","135,786,900.00","144,996,300.00","138,916,500.00","137,967,600.00","135,294,800.00","144,451,200.00","138,856,900.00","138,494,200.00","136,800,100.00","143,759,700.00","137,782,300.00","126,671,700.00","131,296,900.00","143,331,500.00","136,261,400.00","135,763,700.00","133,330,400.00","144,023,800.00","137,443,300.00","137,752,500.00","134,854,900.00","146,336,500.00",...
,Jordan,Millions,,"1,422.42","1,466.67","1,477.76","1,542.18","1,498.65","1,504.23","1,536.08","1,550.25","1,552.01","1,575.06","1,587.69","1,609.32","1,640.32","1,659.72","1,685.42","1,725.54","1,750.34","1,767.48","1,802.80","1,845.20","1,848.71","1,880.68","1,932.80","1,963.00","2,068.59","2,122.00","2,155.27","2,190.32","2,205.33","2,306.61","2,356.56","2,546.52","2,615.75","2,716.36","2,762.62","2,869.42","3,020.59","3,051.49","3,088.69","3,296.32","3,792.57","3,972.91","4,146.60","4,055.35","4,014.72","4,264.10","4,517.17","4,411.66","4,547.90","4,701.63","4,820.58","5,009.06","5,024.86","5,081.93","5,276.95","5,435.09","5,424.98","5,494.14","5,629.99","5,750.53","5,907.14","6,048.17","6,121.51","6,169.22","6,344.11","6,463.42","6,537.36","6,650.61","6,691.90","6,777.33","6,889.08","6,985.69","6,961.54","7,033.16","7,095.88","7,182.87","7,245.88","7,298.44","7,384.55","7,438.49","7,517.80","7,596.71","7,654.55","7,698.18","7,793.92","7,855.49","7,929.18","8,000.64","8,020.71","7,488.27","7,682.73","7,833.56","8,027.42","7,841.42","8,001.82","8,198.56","8,395.90","8,439.33","8,496.66",...,...
,"Kazakhstan, Rep. of",Millions,,"446,999.79","452,278.38","418,376.28","421,255.66","449,375.08","475,111.39","527,378.18","554,527.80","590,689.93","616,071.08","676,086.91","707,333.97","713,587.55","826,878.04","852,104.69","845,268.88","833,528.04","948,072.01","967,385.42","1,016,004.00","1,051,976.93","1,087,743.88","1,200,149.36","1,253,352.15","1,401,498.60","1,413,300.85","1,514,770.26","1,519,190.44","1,823,514.52","1,825,700.72","1,885,609.28","2,015,842.67","2,283,613.60","2,426,278.46","2,523,701.92","2,870,829.76","2,893,210.22","3,159,833.27","3,287,046.59","3,369,143.89","3,743,453.48","4,177,532.83","4,490,322.49","3,587,619.24","3,634,240.94","3,901,769.28","4,416,495.65","4,743,193.13","4,842,786.32","5,122,146.46","5,318,150.51","6,155,437.65","6,349,678.43","6,685,121.77","7,289,559.99","7,557,734.65","7,396,089.20","7,659,709.57","7,833,114.63","7,962,418.52","8,437,544.21","8,645,778.39","9,047,977.97","9,562,447.71","9,562,485.37","9,896,098.10","10,313,039.45","9,837,023.39","9,952,788.44","9,913,589.25","10,465,498.41","10,374,820.59","11,220,621.97","11,692,145.49","11,971,124.48","11,871,686.87","12,625,871.68","12,963,782.41","13,767,261.88","14,408,905.20","14,285,581.84","15,343,374.83","15,292,052.40","16,288,257.15","15,979,542.48","17,443,917.78","16,936,775.44","18,463,525.73","18,258,971.79","15,910,513.37","18,035,817.06","18,091,544.68","19,207,796.24","19,679,505.23","21,519,073.24","22,485,557.69",...,...,...,...,...
,Kenya,Millions,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"782,319.90","819,279.05","811,422.70","862,620.81","876,290.63","899,835.77","881,222.17","940,281.38","970,973.25","1,035,903.08","1,023,348.42","1,132,289.43","1,116,899.68","1,204,784.28","1,178,432.91","1,267,074.50","1,261,899.32","1,342,190.74","1,318,291.58","1,388,940.24","1,427,618.88","1,513,689.12","1,503,149.99","1,559,376.99","1,640,994.50","1,758,440.58","1,725,822.58","1,759,059.67","1,836,000.28","1,904,658.70","1,904,785.34","1,948,619.31","2,065,882.71","2,161,655.41","2,114,594.05","2,141,264.29","2,285,229.92","2,381,894.69","2,324,314.10","2,348,867.83","2,483,110.32","2,596,326.35","2,562,716.09","2,595,574.46","2,740,467.70","2,614,299.64","2,540,105.54","2,821,160.82","2,962,618.18","3,046,438.35","2,947,309.31","3,141,834.61","3,320,445.49","3,326,544.50",...,...,...
,"Korea, Rep. of",Millions,,"131,111,000.00","131,834,600.00","134,676,500.00","139,593,300.00","133,692,300.00","143,533,400.00","152,776,000.00","161,451,300.00","152,607,400.00","160,404,400.00","166,224,900.00","172,397,600.00","165,662,300.00","176,302,900.00","179,813,600.00","185,242,500.00","182,815,100.00","195,025,500.00","197,296,000.00","209,604,700.00","196,663,600.00","205,785,300.00","209,454,400.00","225,461,800.00","213,471,200.00","225,589,800.00","229,235,500.00","240,142,800.00","224,035,800.00","235,823,700.00","242,709,800.00","254,878,500.00","236,667,500.00","246,819,200.00","255,259,100.00","266,855,700.00","252,586,300.00","268,345,300.00","275,865,800.00","292,862,800.00","271,693,800.00","289,566,500.00","295,242,900.00","297,713,400.00","278,108,800.00","297,889,500.00","309,041,300.00","320,308,200.00","307,737,900.00","329,481,000.00","334,833,600.00","350,558,700.00","328,096,000.00","343,678,800.00","349,987,000.00","367,175,400.00","344,574,600.00","358,275,700.00","361,834,300.00","375,426,700.00","355,384,700.00","373,096,500.00","379,887,200.00","392,450,800.00","373,559,700.00","388,566,900.00","393,425,400.00","407,377,000.00","394,273,000.00","411,386,800.00","420,790,800.00","431,569,800.00","413,495,100.00","434,536,300.00","439,479,800.00","453,268,400.00","433,086,100.00","454,226,700.00","473,427,500.00","474,957,900.00","449,231,100.00","472,824,700.00","485,725,400.00","490,411,300.00","455,479,200.00","480,743,700.00","488,769,600.00","499,505,600.00","460,085,600.00","475,980,000.00","496,340,300.00","508,320,300.00","483,472,600.00","514,474,300.00","528,869,300.00","544,841,800.00","509,565,800.00","540,700,800.00","546,304,500.00","554,004,700.00",...
,"Kosovo, Rep. of",Millions,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,819.43,"1,063.08","1,098.74","1,049.73",921.90,"1,177.64","1,279.94","1,176.44",957.98,"1,250.08","1,348.68","1,240.52","1,019.02","1,324.26","1,416.56","1,311.50","1,101.98","1,359.44","1,477.41","1,386.30","1,179.85","1,440.73","1,581.29","1,472.56","1,263.74","1,546.98","1,673.76","1,552.80","1,320.83","1,638.09","1,773.86","1,623.67","1,395.56","1,720.28","1,843.03","1,712.65","1,474.02","1,818.09","1,953.91","1,810.14","1,497.26","1,594.32","1,834.15","1,845.84","1,628.50","1,925.62","2,234.05","2,169.73","1,799.18","2,111.36","2,534.77",...,...
,Kyrgyz Rep.,Millions,,...,...,...,...,"7,421.80","8,763.60","17,873.40","14,685.20","10,235.40","13,260.20","23,293.20","18,569.10","12,647.90","15,804.90","26,300.50","19,130.00","12,372.22","15,314.23","26,457.19","21,223.04","13,926.31","16,488.76","28,834.90","24,621.64","16,061.53","19,530.29","31,465.96","27,292.96","17,641.10","20,859.80","33,740.90","28,657.40","19,459.10","23,702.30","38,007.10","32,631.60","23,002.90","29,674.00","47,107.50","42,113.30","28,631.70","38,459.10","62,299.40","58,601.70","33,859.00","43,691.90","61,911.20","61,760.80","42,032.00","45,491.30","62,221.80","70,624.20","50,690.90","62,279.40","88,284.30","84,734.50","55,495.50","68,012.10","91,709.20","95,254.50","62,957.70","76,846.90","103,201.40","112,288.80","69,449.10","84,316.60","116,879.10","130,049.20","80,780.30","94,094.20","123,388.40","132,226.50","79,821.80","107,696.70","139,395.80","149,416.90","94,072.00","115,332.00","151,977.00","169,095.00","102,353.20","120,280.50","157,424.10","189,327.80","111,636.30","134,036.00","175,516.00","197,914.40","117,073.20","124,716.30","173,357.90","186,672.90","118,362.00","152,382.00","214,929.20","237,449.00","139,564.27","179,678.30","253,429.62",...,...
,Latvia,Millions,,"1,383.91","1,521.63","1,515.69","1,593.43","1,400.70","1,557.82","1,593.91","1,720.20","1,536.32","1,735.12","1,760.29","1,836.77","1,661.74","1,910.16","1,875.16","2,023.91","1,824.27","2,135.23","2,144.46","2,302.40","2,104.52","2,406.29","2,496.49","2,564.49","2,460.13","2,724.74","2,900.04","3,011.81","2,879.60","3,278.98","3,596.37","3,907.33","3,590.89","4,130.60","4,547.39","4,931.10","4,890.80","5,599.17","6,029.10","6,184.77","5,772.53","6,246.91","6,388.04","6,120.43","4,722.28","4,890.11","4,677.38","4,710.24","4,105.83","4,489.87","4,665.10","4,827.18","4,307.07","4,925.92","5,170.54","5,360.31","4,896.39","5,456.42","5,695.54","5,876.10","5,037.08","5,646.75","5,937.10","6,128.08","5,306.16","5,877.02","6,150.06","6,292.55","5,473.43","6,157.56","6,451.67","6,489.46","5,655.69","6,336.62","6,574.94","6,804.08","5,955.49","6,740.68","7,073.20","7,215.06","6,300.62","7,321.11","7,679.95","7,851.87","6,792.15","7,699.10","8,109.57","8,077.82","6,980.05","7,148.89","8,013.11","8,152.00","7,083.96","8,250.20","9,032.75","9,220.67","8,344.57","9,615.63","10,422.07","10,698.46",...
,"Lesotho, Kingdom of",Millions,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"2,690.00","2,826.00","3,062.00","3,273.00","3,197.00","3,694.00","3,706.00","4,000.00","3,553.00","3,367.00","3,704.00","4,127.00","3,768.00","3,893.00","4,021.00","4,676.00","4,185.00","4,528.00","4,731.00","5,282.00","4,726.00","5,053.00","5,057.00","5,511.00","5,407.00","5,241.00","5,755.00","6,439.00","6,649.00","6,247.00","6,696.00","6,899.00","6,930.00","7,318.00","7,879.00","7,982.00","7,862.00","7,727.00","7,687.00","7,827.00","7,654.00","7,073.00","7,655.00","8,353.00","8,296.00","7,852.00","8,240.00","9,441.00","8,430.00","8,400.00","8,605.00","9,763.00","9,606.00","7,470.00","8,885.00","8,895.00","8,363.00","8,538.00","8,700.00","9,474.00","9,073.00","9,243.00",...,...,...
,Lithuania,Millions,,"2,839.55","3,288.95","3,483.82","3,408.70","2,827.56","3,307.13","3,297.85","3,278.04","3,032.83","3,373.79","3,423.15","3,521.69","3,200.29","3,576.33","3,649.65","3,750.74","3,333.19","3,827.78","3,983.78","4,037.64","3,705.63","4,127.71","4,329.83","4,486.82","3,927.56","4,500.23","4,756.29","5,035.59","4,385.67","5,170.68","5,570.79","5,852.78","5,034.32","5,880.69","6,450.36","6,687.92","6,023.81","7,168.76","7,826.78","7,991.87","7,158.61","8,474.01","8,732.40","8,295.04","6,385.89","7,056.25","6,815.82","6,639.05","6,285.05","7,123.60","7,340.53","7,284.66","6,914.72","7,987.27","8,366.89","8,048.29","7,496.91","8,338.58","8,978.26","8,596.41","7,715.56","8,784.26","9,532.34","9,007.38","8,187.20","9,209.08","9,899.79","9,285.24","8,212.00","9,366.88","10,131.13","9,635.69","8,564.72","9,742.84","10,473.36","10,108.95","9,313.93","10,490.98","11,455.39","11,016.00","10,013.00","11,291.78","12,151.84","12,058.61","10,813.19","12,163.33","13,055.82","12,875.88","11,429.94","11,825.46","13,516.14","12,998.04","12,064.59","13,760.32","15,304.84","15,049.32","14,492.15","16,284.99","18,594.83","17,546.23",...
